discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_url,athlete_full_name,country_name,country_code,country_3_letter_code,games_participations,first_game,athlete_year_birth,athlete_medals,bio
Tennis,seoul-1988,doubles women,Women,SILVER,GameTeam,Czechoslovakia team,https://olympics.com/en/athletes/helena-sukova,Helena SUKOVA,Czechoslovakia,CSHH,TCH,3.0,Seoul 1988,1965.0,"


2

S

","


Mother, Věra Suková, was a Wimbledon finalist.





"
Tennis,seoul-1988,doubles women,Women,BRONZE,GameTeam,West Germany team,https://olympics.com/en/athletes/steffi-graf,Steffi GRAF,Federal Republic of Germany,DE,FRG,3.0,Los Angeles 1984,1969.0,"


1

G



1

S



1

B

","


Early progressIn 1984, Steffi Graf, just 15 years old, won the Olympic tennis demonstration tournament despite being its youngest entrant. By 1987 she was ranked number one in the world. In 1988, Graf won the Australian Open, the French Open, Wimbledon and, less than a week before the Seoul Olympic Games, the US Open. This made her only the fifth player in history to win tennis' Grand Slam.


Pioneering victory


She arrived at the Seoul Games on a 35-match winning streak. In the Olympic final, she defeated Argentina’s Gabriela Sabatini 6-3, 6-3 to achieve the first “Golden Slam” – all five Grand Slam titles plus the Olympic gold medal. No one in women’s tennis has achieved it since. 


Retiring at the top


Graf retired in 1999 while still number three in the world, having dominated the sport for over a decade. In the same year she was awarded the Olympic Order.


A winning partnership


Widely regarded as one of the best players in the game’s history, Steffi Graf now lives in Las Vegas, USA, with her husband, American tennis great Andre Agassi.







"
Tennis,seoul-1988,doubles men,Men,GOLD,GameTeam,United States team,https://olympics.com/en/athletes/kenneth-flach,Kenneth FLACH,United States of America,US,USA,1.0,Seoul 1988,1963.0,"


1

G

","


With Robert Seguso, Ken Flach formed one of the top tennis doubles teams of the 1980s. Flach and Seguso won the gold medal in men’s doubles at the 1988 Seoul Olympics. They also won four Grand Slam doubles titles, two at Wimbledon and two at the US Open. They were on the US Davis Cup team together from 1985-91, with an 11-2 record. Flach won 36 doubles titles during his career, his last one coming in 1994. He also won two Grand Slam mixed doubles titles, one at Wimbledon and one at the French Open. Flach played singles professionally, with his highest world ranking being #56 in December 1985.


Flach played tennis collegiately at Southern Illinois University – Edwardsville, where he was NCAA singles champion in 1981, 1982, and 1983, and he and Seguso were runners-up in the 1983 NCAA doubles. Flach later became head tennis coach at Vanderbilt University, but eventually left coaching for a teaching pro position in Marin County, California. He also played in senior events, winning the Wimbledon 35-and-over men's doubles title in 1999 and 2000. Flach’s wife, Christina Flach, is a make-up artist and CEO of Pretty Girl Makeup, who is highly sought after in the wedding and beauty industries, and has worked with many famous entertainers, politicians, and corporate clients.





"
Tennis,seoul-1988,doubles men,Men,GOLD,GameTeam,United States team,https://olympics.com/en/athletes/robert-a-seguso,Robert A. SEGUSO,United States of America,US,USA,1.0,Seoul 1988,1963.0,"


1

G

","


Robert Seguso was a doubles specialist, partnering mostly with Ken Flach. Together they won the 1988 doubles gold medal, and also won four Grand Slam doubles titles – two at Wimbledon, one at the US Open, and one at the French Open. They were world ranked #1 in doubles for several years, first achieving that ranking in 1985. Seguso and Flach also played the doubles slot for the US Davis Cup team from 1985-91, compiling a 10-2 record.


Seguso also played singles, reaching a career high rank of #22 in the world in March 1987. His best Grand Slam singles performance was reaching the fourth round at Wimbledon in 1985. Seguso played college tennis at Southern Illinois in Edwardsville. He was runner-up at the 1982 NCAA D-2 Championships in singles, and also runner-up in 1983 in D-1 doubles (with Flach). Seguso later married Canadian tennis player Carling Bassett.


After tennis Seguso started his own venture capital company, Seguso Holdings, and served as its President, CEO, and CFO from its founding in October 2004. After his retirement Seguso also invested in Florida real estate, and developed a tennis and sports complex in Boca Raton, Florida – Seguso-Bassett Tennis Academy, which became Everett, Bassett, Seguso Tennis Academy in 1995. In 2011 he became President and Director of Andover Medical, which later merged with another company to become, after the merger Hot Mama’s Foods – that is not a typo, with Seguso remaining a director of the new company.





"
Tennis,seoul-1988,doubles men,Men,SILVER,GameTeam,Spain team,https://olympics.com/en/athletes/emilio-sanchez,Emilio SANCHEZ,Spain,ES,ESP,3.0,Los Angeles 1984,1965.0,"


1

S

","


Competed in 1984 Olympic Tennis demonstration event.





"
Tennis,seoul-1988,doubles men,Men,BRONZE,GameTeam,Sweden team,https://olympics.com/en/athletes/stefan-edberg,Stefan EDBERG,Sweden,SE,SWE,3.0,Los Angeles 1984,1966.0,"


2

B

","


Competed in 1984 Olympic Tennis demonstration event.





"
Sailing,seoul-1988,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/charles-mckee,Charles MCKEE,United States of America,US,USA,2.0,Seoul 1988,1962.0,"


2

B

","


Charlie McKee competed at two Olympic Games, winning a bronze medal in the 470 class in 1988, alongside John Shadden. He was also 49er World Champion in 2001, and added another bronze in 49er in 2000, sailing with his brother Jonathan McKee. Charlie McKee also coached the USA windsurfing team at the 1992 Olympics, helping lead Michael Gebhardt to a silver medal. McKee medaled at the World Youth Championships in Laser Class. He was also involved in two America’s Cup campaigns.


McKee graduated from the University of Washington in 1986. He worked for several years as a commercial real estate appraiser. After the 2012 Olympics, in which the US did not win a single sailing medal, McKee was appointed director of high performance sailing by US Sailing. His charge was to manage all aspects of USA competitive sailing, including coaching, technical development, and youth development.





"
Sailing,seoul-1988,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,United States team,https://olympics.com/en/athletes/john-thomas-shadden,John Thomas SHADDEN,United States of America,US,USA,1.0,Seoul 1988,1963.0,"


1

B

","


John Shadden attended the University of Southern California, earning a business degree. He later earned graduate degrees in business fields from the Wharton School at the University of Pennsylvania and the Stern School of Business at NYU. Shadden went into investment management, forming the Shadden Group as a part of Morgan Stanley in Long Beach, California, where he managed investments for high net worth and institutional clients.


In sailing Shadden won a bronze medal in the 470 Class at the 1988 Seoul Olympics, alongside Charlie McKee. In 1991 he established the Shadden Series, a four-day series of junior race at different venues in Southern California.





"
Sailing,seoul-1988,Tornado - Multihull mixed,Open,SILVER,GameTeam,New Zealand team,https://olympics.com/en/athletes/christopher-timms,Christopher TIMMS,New Zealand,NZ,NZL,2.0,Los Angeles 1984,1947.0,"


1

G



1

S

","


Chris Timms sailed for New Zealand at both the 1984 and 1988 Olympics, winning two medals, including a gold in 1984. His sporting career began as a mountain climber, but in 1966 he was badly injured in a fall off the Tasman Glacier. He then took up competitive sailing after spending several months in traction. Timms was a resin chemist and was a co-founder of Adhesive Technologies, which worked in resin manufacturing and engineering for marine usage. Many of their products were used in America’s Cup competition. Timms tragically was killed when he was flying in a two-seater plane that crashed in the Firth of Thames off the North Island of New Zealand.





"
Sailing,seoul-1988,twoperson keelboat open Star mixed,Open,GOLD,GameTeam,Great Britain team,https://olympics.com/en/athletes/michael-mackay-mcintyre,Michael Mackay MCINTYRE,Great Britain,GB,GBR,2.0,Los Angeles 1984,1956.0,"


1

G

","


Mike McIntyre first competed in the Olympics in 1984 and finished seventh in the Finn Class. On his second Olympic appearance in 1988 he partnered Philip Vaile in the Star class and after a desperately close contest they won the gold medals. In Seoul, Vaile and McIntyre needed to win the final race and the Americans Mark Reynolds and Hal Haenel had to finish in worse than sixth place if the British pair were to win the title. Vaile and McIntyre succeeded in winning the race and as the Americans were forced to retire with a broken mast the gold medals went to Britain. McIntyre, a sales manager who lives at Salisbury, was the British champion in the Finn class in 1980, 1981 and 1984 and is a member of the Helensburgh Sailing Club and the Bosham Sailing Club.





"
Sailing,seoul-1988,twoperson keelboat open Star mixed,Open,GOLD,GameTeam,Great Britain team,https://olympics.com/en/athletes/philip-brynolf-vaile,Philip Brynolf VAILE,Great Britain,GB,GBR,1.0,Seoul 1988,1956.0,"


1

G

","


Bryn Vaile of the Royal Lymington Yacht Club partnered Michael McIntyre in the Star class at the 1988 Olympics. The pair were in 2nd place after for races but slightly disappointing results in races 5 and 6 left them needing to win the seventh and final race with the America leaders placing below 6th place if Vaile and McIntyre were to win the gold medals. Unfortunately for the Americans, they broke a mast and were unable to complete the race and the British pair duly won the gold medals.





"
Sailing,seoul-1988,twoperson keelboat open Star mixed,Open,SILVER,GameTeam,United States team,https://olympics.com/en/athletes/harold-haenel,Harold HAENEL,United States of America,US,USA,3.0,Seoul 1988,1958.0,"


1

G



1

S

","


Hal Haenel sailed in the Star Class at the 1988, 1992, and 1996, each time serving as crew for Mark Reynolds. Haenel and Reynolds won a silver medal in 1988 and a gold medal in 1992. Together they were also the 1995 World Champions in Star.


Haenel attended Columbia College in Chicago, majoring in film studies. He moved to California where he became a purchasing agent at Cine Pro in Hollywood. That led to an operations job at Hollywood Center Studios, where he helped produce television shows such as “Jeopardy” and “The Addams Family.” He eventually became vice-president and general manager of Hollywood Center Studios, a position he held for 18 years, but then moved on to 20th Century Fox, where Haenel became President and general manager of studio operations.





"
Sailing,seoul-1988,twoperson keelboat open Star mixed,Open,SILVER,GameTeam,United States team,https://olympics.com/en/athletes/mark-jeffrey-reynolds,Mark Jeffrey REYNOLDS,United States of America,US,USA,4.0,Seoul 1988,1955.0,"


2

G



1

S

","


Mark Reynolds competed in Star Class at four Olympic Games (1988-2000), three of them alongside Hal Haenel (1988-96). Reynolds and Haenel won silver at Seoul in 1988 and then improved to gold at Barcelona in 1992. Reynolds won a second gold medal in Star at the 2000 Sydney Olympics, sailing with Magnus Liljedahl. During his career Reynolds won six World Championship medals in Star, including golds in 1995 and 2000. He also won a Star gold medal at the 1986 Goodwill Games, and a silver medal in the Snipe class at the 1979 Pan American Games. At Kiel Week, Reynolds won four titles – 1979 in Flying Dutchman, and 1986, 2000, and 2002 in Star. Starting out in Snipes, Reynolds was runner-up at the 1979 World Championships and won North American titles in Snipe in 1980, 1982, and 1991. In Star boats, he was also Bacardi Cup Champion in 1984, 1989-90, 1993, 1997-98, and 2002.


Reynolds learned to sail from his father, James Reynolds, who was a 1971 World Champion in Star, as crew for Dennis Conner. Mark Reynolds attended San Diego State University, graduating in 1979. He started his own sailmaking company, and often made sails for many of his competitors. Reynolds was 2000 ISAF/Sperry World Sailor of the Year. In 2002 he was inducted into the World Sailing Hall of Fame.





"
Sailing,seoul-1988,twoperson keelboat open Star mixed,Open,BRONZE,GameTeam,Brazil team,https://olympics.com/en/athletes/torben-grael,Torben GRAEL,Brazil,BR,BRA,6.0,Los Angeles 1984,1960.0,"


2

G



1

S



2

B

","


A descendant of Danish sailors, Brazil’s Torben Grael honoured his maritime roots at six editions of the Olympic Games, winning five medals.


Sailing DNA


Born in Sao Paulo of Danish descent, Torben Grael hailed from a rich sailing tradition. He was introduced to the water when he was just five, taken under the wing of his grandfather Preben Schmidt - one of the pioneers of Brazilian sailing - and his uncles, Erik and Axel Preben-Schmidt , who represented Brazil at the Olympic Games in 1968 ad 1972. They took him out on Aileen, a 6m class vessel, which had been used at the 1912 Games in Stockholm, by Denmark’s silver medal-winning crew of Herschend, Meulengracht and Thomsen. After his family relocated to Niteroi, opposite Rio de Janeiro in Guanabara Bay, Torben and his younger brother Lars began competing. Together they won the world junior title in the Snipe class in 1978, going on to lift the senior title in the same class in 1983 and 1987. The two brothers competed together for the best part of a decade, before deciding to go their separate ways (Lars would go on to win two Olympic bronze medals in the Snipe class in 1988 and 1996).


Six Games, five medals 


Grael made his Olympic debut at Los Angeles 1984, at the age of 24, when he competed with Ronaldo Senft and Daniel Adler in the Soling class. The trio won silver behind the USA. Four years later in Seoul he was back on Olympic waters, this time in the Star class with Nelson Falcao, and the pair claimed bronze. Grael then began a long partnership with Marcelo Ferreira in the Star. It would eventually develop into a fruitful association, but at Barcelona 1992, they could do no better than 11th place. Then came three successive podium finishes - gold at Atlanta 1996, bronze at Sydney 2000, and gold again at Athens 2004. Grael’s tally of five Olympic medals set a new record, though at London 2012 was equalled by his compatriot Robert Scheidt, and Great Britain’s Ben Ainslie.


Sailor of the Seven Seas


Grael’s uncanny ability to get the most out of his vessel regardless of the weather conditions earned him the nickname of “Turbine”. Away from the Olympic Games, he competed in the Americas Cup on three occasions, either as tactician or a member of the afterguard. In 2000, he was part of the Italian Prada team that challenged Team New Zealand for the trophy, and in 2007 he was part of the Luna Rossa crew that lost the final of the Louis Vuitton Cup - the event to decide the identity of the challenger in the America’s Cup. He twice skippered crews in the the Volvo Ocean Race, navigating Brasil 1 to third place in 2005-2006 before winning the race in 2008-2009. Chosen to carry the flag for the Brazilian team at Athens 2004, Grael was named ISAF World Sailor of the Year in 2009, and, despite hailing from a country where football dominates, he is regarded as one of Brazil’s greatest sporting figures. He once said: “The boat isn’t important, it’s all about the knowledge of the sailor.” Grael certainly had enough to last him a lifetime.







"
Sailing,seoul-1988,flying dutchman mixed,Open,BRONZE,GameTeam,Canada team,https://olympics.com/en/athletes/frank-joseph-mclaughlin,Frank Joseph MCLAUGHLIN,Canada,CA,CAN,3.0,Los Angeles 1984,1960.0,"


1

B

","


Frank McLaughlin and his brother Terry took up sailing at the Royal Canadian Yacht Club and, in 1984, were both selected to represent Canada at that year’s Summer Olympics. Terry won a silver medal in the Flying Dutchman class while Frank, with Martin Tenhove, finished 15th in the 470 event. They following year Frank partnered with John Millen, switched to the Flying Dutchman class, and placed second at the European Championships. In 1986 they came in third at both the World Championships and the Goodwill Games and, a year later, won the Canadian Olympic trials after finishing first in seven of the nine races. After a fifth-place finish at the 1988 World Championships, the Canadians took on the Summer Games and were fourth after the sixth, and penultimate, race. They won the final event, however, while third-ranked New Zealand came in tenth and dropped below both Canada and Israel, giving the McLaughlin and Millen the bronze medal.


After the Games, McLaughlin shifted focus to his law career, having graduated from the University of Toronto’s law school earlier that year. He continued sailing, however, and was selected in 1992 (along with Millen) to represent Canada once more at the Olympics. After a ninth-place finish at the Games, he transitioned into full-time law practice and, as of 2013, is a partner in the Toronto firm McCarthy Tetrault.





"
Sailing,seoul-1988,flying dutchman mixed,Open,BRONZE,GameTeam,Canada team,https://olympics.com/en/athletes/john-charles-millen,John Charles MILLEN,Canada,CA,CAN,2.0,Seoul 1988,1960.0,"


1

B

","


John Millen and Frank McLaughlin were childhood friends who learned to sail together, but it was not until 1985 that they paired up in the Flying Dutchman class for international competition. By then McLaughlin had already attended the 1984 Summer Olympics, while Millen had been the International 14 class World Champion in 1981. After placing second at the 1985 European Championships, they came in third at the 1986 World Championships and Goodwill Games before finishing first at the 1987 Canadian Olympic trials, winning seven of the nine races. Although they slipped to fifth at the 1988 World Championships, they managed to capture bronze at that year’s Summer Games. They were fourth after the sixth, and penultimate, event in the tournament, but reached the podium by winning the final race while the team above them, from New Zealand, dropped down two spots following a 10th-place finish. The duo made one more Olympic appearance, ninth at the 1992 Games, before McLaughlin retired from active competition to pursue a career in law. Millen, as of 2013, continues to compete internationally for Canada.





"
Sailing,seoul-1988,470 - Two Person Dinghy women,Women,GOLD,GameTeam,United States team,https://olympics.com/en/athletes/allison-blair-jolly,Allison Blair JOLLY,United States of America,US,USA,1.0,Seoul 1988,1956.0,"


1

G

","


Allison Jolly attended Florida State University, where she won collegiate titles in sailing in 1975 and 1976. In 1977 she was named Yachtswoman of the Year by the New York Yacht Club, at age 20 the youngest woman to win the award. Jolly worked after college as a computer programmer, which helped support her sailing habit. Her husband, Mark Elliot, was also a sailor and computer programmer. At the 1988 Seoul Olympics, Jolly and her partner, Lynne Jewell, easily won the gold medal in the 470 Class.


In 1994 Jolly and Jewell both joined the all-female crew that was assembled by Bill Koch to challenge for the America’s Cup, but both were surprisingly cut from the final crew. Jolly later settled in Florida where she served as a sailing coach at the University of South Florida beginning in 2004. Jolly was named to the Florida Sports Hall of Fame in November 2016.





"
Sailing,seoul-1988,470 - Two Person Dinghy women,Women,GOLD,GameTeam,United States team,https://olympics.com/en/athletes/lynne-m-jewell,Lynne M. JEWELL,United States of America,US,USA,1.0,Seoul 1988,1959.0,"


1

G

","


Lynne Jewell grew up sailing in California, but often sailed on the East Coast when she visited her grandparents in Plymouth, Massachusetts, where she often spent summers. She attended Boston University, graduating in 1981, and later lived in Rhode Island with her sailing partner and future husband, Bill Shore, although they would eventually divorce. Jewell won gold at the 1988 Seoul Olympics in the 470 class, sailing alongside Allison Jolly. She won International Yacht Racing Union championships in 1980 and 1984, and was named Rolex Yachtswomen of the year in 1980 and 1988. She was New York Yacht Club’s Yachtswoman of the Year in 1980 and the US Olympic Committee yachting athlete-of-the-year in 1984.


Jewell later earned a masters’ degree in education from Northeastern University. Although she trained for a career in the pharmaceutical industry, she changed course and then graduated from the Rhode Island School of Design’s interior design program, eventually working in interior design in sales and non-profit management. She is a member of the National Kitchen & Bath Association and the American Society of Interior Designers.





"
Table Tennis,seoul-1988,doubles men,Men,BRONZE,GameTeam,Republic of Korea team #2,https://olympics.com/en/athletes/jae-hyung-an,Jae Hyung AN,Republic of Korea,KR,KOR,1.0,Seoul 1988,1965.0,"


1

B

","


An Jae-Hyeong is the father of An Byeong-Hun, a golf prodigy who won the 2009 US Amateur Golf Championship at Southern Hills CC in Tulsa, at the age of only 17-years-old, making him the youngest ever winner of this event, surpassing the record of Danny Lee, from New Zealand, who had bettered the record set by Tiger Woods, who was only 18 when he won his first US Amateur in 1994. In 2005, An moved to the United States with Byeong-Hun, allowing him to train at the David Leadbetter Academy in Bradenton, Florida, while his wife, and Byeong-Hun's mother, Jiao Zhimin, stayed back in China and took a corporate job to pay the bills. An Jae-Hyeong was bronze medalist at the 1987 World Championships in men’s doubles and mixed doubles, and at the 1986 Asian Games, he won a team gold and a bronze in men’s doubles. He and his wife married in 1989 in Sweden, three years before their countries formed diplomatic ties.





"
Table Tennis,seoul-1988,doubles women,Women,SILVER,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/jing-chen-1,Jing CHEN,People's Republic of China,CN,CHN,3.0,Seoul 1988,1968.0,"


1

G



2

S



1

B

","


Chen Jing is the only Olympian to have won Olympic medals for both the People's Republic of China and the Republic of China, which competes as Chinese Taipei at the Olympics. When table tennis débuted at the Olympics in 1988, the Chinese did not field their highest ranked players, giving Chen a chance at a medal. She waltzed through the field, not losing a single game until the final, in which she defeated fellow Chinese Li Huifen, 3-2. She picked up a second medal in the doubles, winning silver with Jiao Zhimin, the individual bronze medallist. Chen also won four medals at the 1989 World Championships, bronze in the singles, silver in the doubles, bronze in the mixed doubles, and gold with the Chinese team. It would be her final medals competing for the People's Republic. In 1991, she started training in Taiwan, and settled there the following year. She won her first international prize at the 1993 Worlds, earning a silver. In Atlanta, she competed for her new nation, and defeated favorite Qiao Hong to reach the final. There she played the defending champion, Deng Yaping. The match was interrupted at 2-0 for Deng, as a Taiwanese supporter carrying the national flag – not allowed by IOC rules as the nation competes as Chinese Taipei – was removed by police. Chen then rallied to tie the game at 2-2, but eventually lost 3-2. In Sydney, 2000, she would again medal, earning a bronze to gain a full collection of Olympic medals. Chen, also a medallist at the 1997 (mixed doubles) and 2000 Worlds (team), retired after the Sydney Games. She has since completed her studies as a sports psychologist, and has returned to the Chinese mainland to work for the national table tennis team.





"
Table Tennis,seoul-1988,doubles women,Women,SILVER,GameTeam,People's Republic of China team,https://olympics.com/en/athletes/zhi-min-jiao,Zhi-Min JIAO,People's Republic of China,CN,CHN,1.0,Seoul 1988,1963.0,"


1

S



1

B

","


Jiao Zhimin is the mother of An Byeong-Hun, a golf prodigy who won the 2009 US Amateur Golf Championship at Southern Hills CC in Tulsa, at the age of only 17-years-old, making him the youngest ever winner of this event, surpassing the record of Danny Lee, from New Zealand, who had bettered the record set by Tiger Woods, who was only 18 when he won his first US Amateur in 1994. In 2005, Jiao's husband, Korean Olympic table tennis medalist An Jae-Hyeong moved to the United States with Byeong-Hun, allowing him to train at the David Leadbetter Academy in Bradenton, Florida, while she stayed back in China and took a corporate job to pay the bills. Jiao was a bronze medalist in women’s doubles at the 1985 and 1987 World Championships. She and An Jae-Hyeong married in 1989 in Sweden, three years before their countries formed diplomatic ties. Jiao Zhimin also hosts a sports talk show on Chinese television.





"
Figure skating,calgary-1988,Pairs mixed,Mixed,BRONZE,GameTeam,United States team #1,https://olympics.com/en/athletes/jill-watson,Jill WATSON,United States of America,US,USA,2.0,Sarajevo 1984,1963.0,"


1

B

","


Jill Watson was a US pairs skater, who started her competitive career very late at age 19, skated originally with Burt Lancon, with whom she twice placed third at the US Nationals, in 1983 and 1984. They also skated at the World Championships both those years with a best placement of 11th in 1983, and finished sixth together at the 1984 Winter Olympics. Watson then began skating with Peter Oppegard. Watson and Oppegard won three National Championships, a bronze medal at the 1987 World Championships, and an Olympic bronze medal. After her amateur skating career, Watson skated professionally for a few years but now coaches figure skaters at the Desert Schools Coyotes Center. She and Oppegard were inducted into the US Figure Skating Hall of Fame in 2004.





"
Figure skating,calgary-1988,Pairs mixed,Mixed,BRONZE,GameTeam,United States team #1,https://olympics.com/en/athletes/peter-oppegard,Peter OPPEGARD,United States of America,US,USA,1.0,Calgary 1988,1959.0,"


1

B

","


Peter Oppegard was a US pairs skater, who started his career with Vicki Heasley, but in 1985 began competing with Jill Watson. Watson and Oppegard skated at the World Championships from 1985-88, winning a bronze medal at the 1987 Worlds, and they won three National Championships. After the 1988 Winter Olympics, Oppegard skated with Cindy Landry briefly, then skated professionally for a few years, and now coaches figure skaters in the Southern California area. He and Watson were inducted into the US Figure Skating Hall of Fame in 2004.





"
Figure skating,calgary-1988,Ice dancing mixed,Mixed,BRONZE,GameTeam,Canada team #1,https://olympics.com/en/athletes/tracy-wilson,Tracy WILSON,Canada,CA,CAN,2.0,Sarajevo 1984,1961.0,"


1

B

","


Before teaming up with long-time partner Rob McCall, Tracy Wilson made an impression on the figure skating community in 1980 when she and partner Mike Stokes were named the Canadian junior champions in ice dancing. Two years later, however, she had a new partner and the first of seven consecutive Canadian titles in ice dancing. Although they placed only 10th at that year’s World Championships, they slowly began to climb the international rankings with 6th place finishes in 1983 and 1984 and 8th at the 1984 Winter Olympics. The improved to 4th in 1985 before earning, in 1986, the first of three consecutive bronze medals at the World Championships, in addition to one earned at the 1988 Winter Olympics, which made them the first Canadian ice dance team to reach the Olympic podium. That year they were also made members of the Canadian Olympic Hall of Fame and the Order of Canada.


Wilson and McCall turned professional after the Olympics, spending two years with Stars on Ice. After McCall died of AIDS in 1991, Wilson retired from skating and began working as a commentator for CBS, NBC and TNT in the United States and CTV and TSN in Canada. She also serves as an ambassador for the Sport for Kids Foundation, a charitable organization that helps raise funds to involve youth in athletic activities. Since 1995, the Tracy Wilson and Rob McCall Trophy has been given to the most outstanding pairs team in any sport.





"
Figure skating,calgary-1988,Ice dancing mixed,Mixed,BRONZE,GameTeam,Canada team #1,https://olympics.com/en/athletes/robert-mccall,Robert MCCALL,Canada,CA,CAN,2.0,Sarajevo 1984,1958.0,"


1

B

","


Rob McCall was an active, and successful, figure skater for several years prior to teaming up with Tracy Wilson, alongside partner Marie McNeil. Together they were national runners-up in the Canadian Novice Ice Dancing Championships and 1977 Canadian junior champions, before moving to the senior level where they placed third in 1978 and 1979, second in 1980 and, finally, first in 1981. They also had two 13th place finishes at the World Championships in their final two years. For McCall, 1981 was the first of eight consecutive national championships, joining with Wilson for the other seven. Although they placed only 10th at the 1982 World Championships, their international ranking began to rise with 6th place finishes in 1983 and 1984 and 8th at the 1984 Winter Olympics. The climbed to 4th in 1985 before earning, in 1986, the first of three consecutive bronze medals at the World Championships, in addition to one earned at the 1988 Winter Olympics. This final medal made them the first Canadian ice dance team to reach the Olympic podium and their accomplishment was honored later that year with inductions into the Canadian Hall of Fame and the Order of Canada. The duo spent two years skating together at the professional level prior to McCall’s death from AIDS-related brain cancer at the age of only 33. Since 1995, the Tracy Wilson and Rob McCall Trophy has been given to the most outstanding Canadian pairs team in any sport.





"
Bobsleigh,calgary-1988,two-man men,Men,SILVER,GameTeam,East Germany team #1,https://olympics.com/en/athletes/wolfgang-hoppe,Wolfgang HOPPE,German Democratic Republic (Germany),DDDE,GDR,4.0,Sarajevo 1984,1957.0,"


2

G



3

S



1

B

","


Wolfgang Hoppe started his sports career in track & field athletics and won the GDR junior decathlon championship in 1976. He later turned his talents to bobsledding and became the world’s top driver in the 1980s. In the two-man event, Hoppe won Olympic gold in 1984 and a silver in 1988 and was three times the world champion. He was equally accomplished in the four-man event, winning an Olympic gold in 1984, a silver in 1988 and 1992, and ending his Olympic career with a four-man bronze in 1994. Hoppe won the World Championship in the four-man event in 1991 and at the European Championships he won the two-man title in 1986-87 and the four-man event in 1987. He was the first German to carry the flag at the opening ceremony for the reunified team 1992 in Albertville.





"
Bobsleigh,calgary-1988,two-man men,Men,SILVER,GameTeam,East Germany team #1,https://olympics.com/en/athletes/bogdan-musiol,Bogdan MUSIOL,German Democratic Republic (Germany),DDDE,GDR,5.0,Lake Placid 1980,1957.0,"


1

G



5

S



1

B

","


Bogdan Musiol was the winner of an Olympic gold medal with the GDR four-man bobsled team in 1980, when he also won a bronze medal in the two-man. He went on to win silver medals in 1984 and 1988 at both the two-man and four-man and in 1992, he won his silver medal in the two-man. In 1989, Musiol won the world two-man title as the brakeman for Wolfgang Hoppe, with whom he won an Olympic silver in 1988.





"
Bobsleigh,calgary-1988,two-man men,Men,BRONZE,GameTeam,East Germany team #2,https://olympics.com/en/athletes/bernhard-lehmann,Bernhard LEHMANN,German Democratic Republic (Germany),DDDE,GDR,3.0,Innsbruck 1976,1948.0,"


1

G



2

S



1

B

","


East German bobsledder Bernhard Lehmann won a gold medal as the brakeman at the 1976 Winter Olympics in the four-man bob with pilot Meinhard Nehmer, Bernhard Germashausen and Jochen Babock. Formed with a backbone of converted track and field athletes the GDR had threatened to break through to the podium positions over the previous seasons and in Innsbruck this was achieved in spectacular fashion, when they won over the favored bobs from West Germany, Switzerland and Austria. This four-man team also won the World Championships that same year. Eight years later Lehmann piloted his own bobs with brakeman Bogdan Musiol and won two silver medals at the 1984 Sarajevo Winter Olympics, while in 1988 he added a bronze medal to his collection in the two-man event with Mario Hoyer. In 1983 Lehmann also won a gold medal at the European Championships in the two-man, adding a silver medal in 1986. At the World Championships he won silver in the 1982 four-man and won the title in that event in 1985.


As his father Helmut was a well-known handball coach, Bernhard’s first love was handball before he changed to bobsledding. He moved to Winterberg after German reunification and worked as the regional coach of Northrhine-Westfalia, where he coached among others Sandra Kiriasis.





"
Bobsleigh,calgary-1988,two-man men,Men,BRONZE,GameTeam,East Germany team #2,https://olympics.com/en/athletes/mario-hoyer,Mario HOYER,German Democratic Republic (Germany),DDDE,GDR,1.0,Calgary 1988,1965.0,"


1

B

","


Mario Hoyer was an East German bobsledder who won a bronze medal at the 1988 Winter Olympics at Calgary together with Bernhard Lehmann in the two-man event. His only other international competition was the European Championships one year later, when he placed eighth in the two-man event with Detlef Richter. He later became a school social worker in his hometown of Suhl.





"
Luge,calgary-1988,Doubles mixed,Open,GOLD,GameTeam,East Germany team #1,https://olympics.com/en/athletes/jorg-hoffmann,Jörg HOFFMANN,German Democratic Republic (Germany),DDDE,GDR,2.0,Sarajevo 1984,1963.0,"


1

G



1

B

","


Jörg Hoffmann and Jochen Pietzsch were one of the best doubles teams of the 1980s, winning the 1984 Winter Olympic bronze medal, the 1988 Winter Olympic gold medal, the 1990 European Championships, World Championships in 1983, 1985, 1987, and 1990, and the 1983-84 doubles World Cup. Their medal count was completed by two bronze medals at the 1989 and 1990 World Championships, one silver at the 1986 European Championships and Hoffmann also won a silver in singles at the 1985 World Championships. In 1990 they also won gold medals in the mixed team event at both the Europeans and the Worlds. After failing to qualify for the 1992 Winter Olympics, they retired. Hoffmann later made his living as a distributor of toy articles.





"
